R.FileName	PG.ProteinGroups	PG.Genes	EG.IsDecoy	EG.Qvalue	PG.Qvalue	PG.Quantity	PEP.Quantity	FG.MS2Quantity	EG.ModifiedSequence	PEP.StrippedSequence	FG.Charge
File6	P00065	Gene_25	False	0.008346273370121265	0.014919429837618174	1288388.2420269416	888034.831514282	59302.72696659224	[Prot]PEPT25	PEPT25	3
File4	P00016	Gene_26	False	0.002397874059523266	0.0061747495468740254	1971611.1399849926	119768.56582821884	1005528.9560874426	[Prot]PEPT26	PEPT26	4
File5	P00114	Gene_27	False	0.0056442402110384385	0.0065346090487568495	3626260.502887782	1513356.7423211494	119237.54311263081	[Prot]PEPT27	PEPT27	4
File4	P00059	Gene_28	False	0.01202681680253841	0.019751183585725047	26077609.887656543	3105936.750208101	39469.573248319895	[Prot]PEPT28	PEPT28	3
File7	P00003	Gene_29	False	0.004806992976102606	0.008677003252042981	2879923.3734059124	1379604.0766122914	230653.6340597525	[Prot]PEPT29	PEPT29	4
File5	P00039	Gene_30	False	0.016694809576296196	0.005203287451615457	954315.6543176564	4979000.273669119	77412.26904725695	[Prot]PEPT30	PEPT30	3
File5	P00044	Gene_31	False	0.019832433999103585	0.0096777045051402	4406710.774009854	101744.27187623792	129619.2792802497	[Prot]PEPT31	PEPT31	3
File6	P00002	Gene_32	False	0.007386464393047956	0.007415770974965172	589727.3052259844	913588.1972715114	268559.86391301104	[Prot]PEPT32	PEPT32	4
File4	P00085	Gene_33	False	0.005421471451743725	0.0016658275277071377	1820312.5352329423	801721.1452845611	191568.69790984006	[Prot]PEPT33	PEPT33	4
File3	P00018	Gene_34	False	0.0022222814738292684	0.006167862627203955	5517026.683746838	56332.72254107156	1148292.5675409466	[Prot]PEPT34	PEPT34	2
File5	P00088	Gene_35	False	0.01533611019325506	0.004380537941802871	776193.5196097651	3112024.6330639618	48667.02722318525	[Prot]PEPT35	PEPT35	2
File8	P00116	Gene_36	False	0.005072448974525248	0.005269416772332882	3902509.2409856613	6571998.28429404	782919.0430576314	[Prot]PEPT36	PEPT36	3
File6	P00077	Gene_37	False	0.018725893420179423	0.007432826817622991	7957852.059083636	1610311.0356757632	371344.4510231151	[Prot]PEPT37	PEPT37	4
File4	P00073	Gene_38	False	0.003197155841330668	0.004675671971875937	304718.03249509144	1321898.8321984217	1785833.1866576653	[Prot]PEPT38	PEPT38	4
File4	P00060	Gene_39	False	0.01886731736101993	0.0011424124073891107	1794879.119825009	3387262.426930041	739370.8245128712	[Prot]PEPT39	PEPT39	4
File3	P00055	Gene_40	False	0.01312940239555668	0.00796197605830194	4577195.852092624	8543954.068006236	586548.3646508097	[Prot]PEPT40	PEPT40	4
File3	P00105	Gene_41	False	0.014894002925587574	0.003301389764401479	6672625.369318947	1912450.5622928422	80407.09349085974	[Prot]PEPT41	PEPT41	3
File6	P00106	Gene_42	False	0.0003277765074300021	0.0038256759087763694	207108.49353273775	1559179.0717410806	102106.04750337962	[Prot]PEPT42	PEPT42	4
File8	P00050	Gene_43	False	0.014644351933718635	0.00013511225826896123	32475488.72630414	460104.9427238641	227023.11904429123	[Prot]PEPT43	PEPT43	3
File1	P00041	Gene_44	False	0.00980115856185372	0.004313144361325545	4150407.8046098864	245568.01903202882	1813302.7887652102	[Prot]PEPT44	PEPT44	3
File1	P00040	Gene_45	False	0.006487531153811981	0.002541737350573681	1553308.791174191	265387.0825175972	472346.32094208	[Prot]PEPT45	PEPT45	4
File7	P00074	Gene_46	False	0.007851892227021744	0.0052455985417104506	11366303.927497312	5076258.567472803	230113.07681839087	[Prot]PEPT46	PEPT46	2
File4	P00067	Gene_47	False	0.016462337582726513	0.0006720488217478948	6467315.343937122	236216.22946657988	1032198.1484644054	[Prot]PEPT47	PEPT47	2
File4	P00084	Gene_48	False	0.016771777725025118	0.017943315180198083	14370488.643703913	664165.1783580984	357960.41001774214	[Prot]PEPT48	PEPT48	3
File4	P00003	Gene_49	False	0.01277102033891314	0.012607452300975373	1638515.704116777	3699329.6166134607	234348.19084809563	[Prot]PEPT49	PEPT49	2
File2	P00031	Gene_50	False	0.002005815507373601	0.01076707118746947	2940886.1431583716	1962349.1903600658	410382.6531162454	[Prot]PEPT50	PEPT50	2
File7	P00008	Gene_51	False	0.010252235821985974	0.0037619104477945742	43517209.30949194	801776.4595387761	164433.75060289737	[Prot]PEPT51	PEPT51	4
File1	P00102	Gene_52	False	0.007020073030181673	0.015900626227901674	9585133.063911948	815822.3936394835	1435026.0879870933	[Prot]PEPT52	PEPT52	2
File5	P00002	Gene_53	False	0.014848486048101153	0.009735747877382728	5587472.902179268	3100798.9687675554	213024.29894254953	[Prot]PEPT53	PEPT53	3
File8	P00102	Gene_54	False	0.002036189258803749	0.018350773337312446	2408562.726177178	173490.80811546784	494842.9858310849	[Prot]PEPT54	PEPT54	4
File6	P00021	Gene_55	False	0.014312560926819314	0.01802790785913481	3306971.065973683	3796052.5814104606	80232.07228898663	[Prot]PEPT55	PEPT55	4
File2	P00096	Gene_56	False	0.008208758080875431	0.001603090462484862	2220580.72141958	275276.9781618025	138303.89963566218	[Prot]PEPT56	PEPT56	2
File5	P00081	Gene_57	False	0.009301651969398271	0.008401016699254056	6655424.031114026	4298650.469185061	101347.71159955225	[Prot]PEPT57	PEPT57	3
File5	P00047	Gene_58	False	0.0176677930229245	0.01669945568508173	1578816.9372826295	875691.7261538107	1216131.8443835187	[Prot]PEPT58	PEPT58	4
File6	P00042	Gene_59	False	0.009907758106193489	3.238964323909022e-05	7957583.680781188	1102798.6349379935	216717.33105528358	[Prot]PEPT59	PEPT59	4
File2	P00047	Gene_60	False	0.003007510400087814	0.012592578702842304	6626767.164665796	13852089.28757682	3080498.201256211	[Prot]PEPT60	PEPT60	2
File5	P00048	Gene_61	False	0.009098245121889677	0.006026583112433521	3512154.820949328	10707174.376643088	11572.461187474537	[Prot]PEPT61	PEPT61	2
File8	P00102	Gene_62	False	0.019395332699466555	0.009440331720660616	7616077.849776162	1756237.882010175	61934.82402346456	[Prot]PEPT62	PEPT62	3
File6	P00077	Gene_63	False	0.012199681765692751	0.001648063785989009	2196818.38736393	801462.2775798785	43829.11015967365	[Prot]PEPT63	PEPT63	4
File5	P00003	Gene_64	False	0.004389230145779113	0.009281328985512005	123567.82601447136	1107587.3399156313	347044.9141920816	[Prot]PEPT64	PEPT64	4
File5	P00113	Gene_65	False	0.007903298666130914	0.01099309969794738	817256.6169274504	15727044.041666912	24997.458468942623	[Prot]PEPT65	PEPT65	4
File7	P00002	Gene_66	False	0.01727378901566762	0.0023465035320653915	14085374.703476073	1824871.7501718963	43875.592085818804	[Prot]PEPT66	PEPT66	4
File7	P00042	Gene_67	False	0.008921429277548576	0.006564243056466959	6595446.863391659	21312.229039985014	61836.78785377834	[Prot]PEPT67	PEPT67	3
File2	P00092	Gene_68	False	0.017946367644758043	0.008479679163830873	15880124.204178581	867835.4362162203	78804.22640299311	[Prot]PEPT68	PEPT68	3
File8	P00010	Gene_69	False	0.016691760784743433	0.01226098057814054	1740660.4461284964	927412.0782543159	156618.48902119303	[Prot]PEPT69	PEPT69	4
File6	P00047	Gene_70	False	0.017899422921473826	0.0009535994450386531	3069419.0159154423	200521.02666680477	203261.59761915306	[Prot]PEPT70	PEPT70	2
File6	P00119	Gene_71	False	0.01200327116571059	0.0001492920783527252	5994976.225171314	18399.021503450847	211373.10920256565	[Prot]PEPT71	PEPT71	4
File6	P00032	Gene_72	False	0.0057579938988557115	0.00022406239148396346	35851457.111609355	122239.91956318021	95022.20184521381	[Prot]PEPT72	PEPT72	2
File4	P00111	Gene_73	False	0.01232107277539871	0.0008831175454412366	3829480.390085005	1632708.9194806188	132168.98284829245	[Prot]PEPT73	PEPT73	3
File5	P00103	Gene_74	False	0.007019952371193979	0.01163543964165048	2547192.22060523	306560.85448049416	147947.82861828283	[Prot]PEPT74	PEPT74	3
File1	P00049	Gene_75	False	0.008602809965311797	0.008084314152231733	6521785.203723108	229971.33644683837	23493.38963913938	[Prot]PEPT75	PEPT75	4
File1	P00037	Gene_76	False	0.004838888804491848	4.180908627584579e-06	10267296.383546825	635490.7158251522	90946.68478402245	[Prot]PEPT76	PEPT76	4
File5	P00021	Gene_77	False	0.007355068799341653	0.0030482550689506583	53348683.03983095	3444194.7041445016	962924.3811334546	[Prot]PEPT77	PEPT77	3
File7	P00082	Gene_78	False	0.007561372922072238	0.013720842651091083	976588.9462114817	7850140.6581075955	196800.74174107384	[Prot]PEPT78	PEPT78	4
File8	P00113	Gene_79	False	0.014054166236782253	0.012128709116500163	1773116.4460935234	896575.4985725454	42500.249621598676	[Prot]PEPT79	PEPT79	2
File2	P00022	Gene_80	False	0.004996450608781034	0.015064013696245672	780470.6177317963	9735524.48915369	74656.83408198052	[Prot]PEPT80	PEPT80	4
File3	P00056	Gene_81	False	0.008022262119592007	0.0191252625359094	12879407.188166466	1349388.2392008803	75598.62754904195	[Prot]PEPT81	PEPT81	2
File7	P00119	Gene_82	False	0.0112287007132631	0.015025267936800368	52084414.883087315	902605.9044916359	2716737.760300357	[Prot]PEPT82	PEPT82	3
File7	P00098	Gene_83	False	0.008108764547150404	0.004704112369852365	1783330.1493052817	240465.37446189072	63568.81274519342	[Prot]PEPT83	PEPT83	4
File1	P00031	Gene_84	False	0.005952389669915577	0.00998338380140857	3456551.747953319	513767.9638379425	235353.41232964542	[Prot]PEPT84	PEPT84	2
File8	P00047	Gene_85	False	0.011259049900162616	0.012121140187169144	962638.7385840508	1806250.060653644	459554.9122409108	[Prot]PEPT85	PEPT85	2
File7	P00119	Gene_86	False	0.0008018903123826649	0.002271171168884525	19487741.95409393	2054694.1731563397	2547056.1625589235	[Prot]PEPT86	PEPT86	4
File1	P00120	Gene_87	False	0.017278649411150215	0.004322837965395101	798034.875139971	1077856.1815548914	33805.90236485305	[Prot]PEPT87	PEPT87	4
File7	P00065	Gene_88	False	0.008170712146384158	0.00763035502367891	483458.6500642512	266231.4566391641	1809725.695373725	[Prot]PEPT88	PEPT88	3
File8	P00047	Gene_89	False	0.013842500663515927	0.014690831011465063	7030477.123687181	218766.58266771978	67859.24361267748	[Prot]PEPT89	PEPT89	2
File7	P00100	Gene_90	False	0.013016665446625943	0.006368097662060939	15136240.398441503	1091284.1876398632	151296.37804989755	[Prot]PEPT90	PEPT90	3
File1	P00083	Gene_91	False	0.015489345912451786	0.009163291505390884	7634324.6102859145	72368.45734622102	424768.1724084485	[Prot]PEPT91	PEPT91	2
File8	P00043	Gene_92	False	0.011651494338940168	0.019889153296229437	2122375.358323043	2982274.034258299	10421.967181852804	[Prot]PEPT92	PEPT92	3
File2	P00113	Gene_93	False	0.009066208151621537	0.01673884023606724	786478.0624273365	1234737.406596416	167876.44928366286	[Prot]PEPT93	PEPT93	4
File1	P00011	Gene_94	False	0.005783513381711283	0.005371644924327592	6386634.062824465	1417274.708117608	121284.9728922557	[Prot]PEPT94	PEPT94	4
File8	P00095	Gene_95	False	0.0022617846644358863	0.019748331585270142	2244766.045491115	271005.4350306071	72101.11585378088	[Prot]PEPT95	PEPT95	2
File6	P00005	Gene_96	False	0.013697775525694008	0.01960718473699207	4325197.469747753	751003.5882908171	540552.3425286085	[Prot]PEPT96	PEPT96	4
File3	P00014	Gene_97	False	0.0019127991599331361	0.012023555006505792	301434.21676156105	830100.7399981708	109488.97830979312	[Prot]PEPT97	PEPT97	3
File6	P00028	Gene_98	False	0.01979784264391889	0.014357294580793514	1046265.5821755519	573329.1900841742	115519.31732579668	[Prot]PEPT98	PEPT98	2
File7	P00014	Gene_99	False	0.011107362225294317	0.00574344431296369	735045.6262211079	642181.2273691231	1048273.5039519931	[Prot]PEPT99	PEPT99	2
File3	P00021	Gene_100	False	0.003501522713128549	0.008217548152339682	3281351.4949567164	5464983.7699033255	2492833.130547039	[Prot]PEPT100	PEPT100	4
File2	P00081	Gene_101	False	0.016358606783162505	0.010745303412804108	4718265.087400807	3293944.582413351	29656.160803960134	[Prot]PEPT101	PEPT101	4
File6	P00023	Gene_102	False	0.0048449823950231985	0.011970195129689205	711166.976655844	453906.14369699865	130882.1467022449	[Prot]PEPT102	PEPT102	2
File7	P00031	Gene_103	False	2.8243654879469562e-05	0.006071012536519824	873257.4096603305	1823392.4582823687	187457.4445409745	[Prot]PEPT103	PEPT103	4
File5	P00093	Gene_104	False	0.010663086190018769	0.013959277496777295	104648044.30406106	970400.4173611468	55134.4747696168	[Prot]PEPT104	PEPT104	2
File4	P00058	Gene_105	False	0.005515070405012597	0.00014036283993475784	60834435.417619266	237961.88681771362	555806.6139783917	[Prot]PEPT105	PEPT105	2
File2	P00087	Gene_106	False	0.01330642601447935	0.011211107995454161	3343375.0968040847	263195.8175075649	59095.37973759321	[Prot]PEPT106	PEPT106	4
File4	P00074	Gene_107	False	0.017814881717869317	0.01662422115904571	109837.10597770667	591701.9172150423	1514713.6483159002	[Prot]PEPT107	PEPT107	4
File4	P00041	Gene_108	False	0.018469628847988882	0.01275160704918615	9199649.25095316	1474974.794048916	290281.8787231628	[Prot]PEPT108	PEPT108	3
File6	P00093	Gene_109	False	0.012597843266613076	0.009461295205758755	3858247.2168698227	1971865.6561481317	524029.98542067077	[Prot]PEPT109	PEPT109	4
File1	P00115	Gene_110	False	0.016694962406092095	0.009734977511524166	3254822.724571123	1292628.3032882635	103173.45301931271	[Prot]PEPT110	PEPT110	4
File6	P00104	Gene_111	False	0.014817300309876477	0.004055871017721031	1569034.5825632345	73366.6853320699	82691.78535656429	[Prot]PEPT111	PEPT111	4
File2	P00089	Gene_112	False	0.013666221785770701	0.018045391758937074	660309.683473011	2131507.2798319613	76645.69788091985	[Prot]PEPT112	PEPT112	2
File6	P00110	Gene_113	False	0.002955911571301695	0.016961464685884213	6004214.816597571	785316.7497145343	80078.19011353205	[Prot]PEPT113	PEPT113	2
File2	P00114	Gene_114	False	0.004579692273309943	0.0001266914875212444	2543565.4606779725	239881.45644886265	120106.74439463853	[Prot]PEPT114	PEPT114	4
File7	P00007	Gene_115	False	0.0032298656495992886	0.008766390043780166	2887731.643125956	392632.96019779076	26100.529874694006	[Prot]PEPT115	PEPT115	3
File8	P00022	Gene_116	False	0.013810762522075009	0.013375552249622641	876785.8226222896	1242836.998852348	10257.670127886473	[Prot]PEPT116	PEPT116	3
File1	P00018	Gene_117	False	0.019503853385286093	0.006815094464939742	384962620.2812556	1400292.561220804	1007725.85537889	[Prot]PEPT117	PEPT117	2
File7	P00003	Gene_118	False	0.004570640242324888	0.006570889791989823	428983.948804429	91958.68938263954	80757.61952277357	[Prot]PEPT118	PEPT118	4
File2	P00037	Gene_119	False	0.0008084797791702902	0.011779672573608853	364504.42278691643	1990304.3028974738	982455.4135494137	[Prot]PEPT119	PEPT119	4
File7	P00031	Gene_120	False	0.015649483135073198	0.006073729885778276	2975565.720465656	8803551.611694818	88299.42091007777	[Prot]PEPT120	PEPT120	2
File8	P00107	Gene_121	False	0.00818188165033538	0.01564105974026921	2657039.1226007696	1915024.8874596723	383089.53191641596	[Prot]PEPT121	PEPT121	3
File8	P00077	Gene_122	False	0.006194541373704596	0.0033232821914216527	12229023.906377165	2409656.114829654	290058.4669405578	[Prot]PEPT122	PEPT122	2
File3	P00093	Gene_123	False	0.011939116074124227	0.018672685800500074	7628182.517871397	3956638.1223122305	59637.329932033885	[Prot]PEPT123	PEPT123	2
File2	P00116	Gene_124	False	0.018376745265019187	0.011252956555407999	12256328.805269783	320020.0213548603	99638.35985101883	[Prot]PEPT124	PEPT124	2
File3	P00086	Gene_125	False	0.007512022313465106	0.004577589750579536	7180092.264911641	1416336.9324725536	64240.363678531714	[Prot]PEPT125	PEPT125	4
File8	P00012	Gene_126	False	0.018050846132763115	0.014322645163862202	1344122.2365071059	162053.5129364525	77529.70337031428	[Prot]PEPT126	PEPT126	3
File7	P00116	Gene_127	False	0.015599253879794639	0.009564485451188138	4639828.288710116	1358552.8245558226	728888.5451330568	[Prot]PEPT127	PEPT127	2
File3	P00033	Gene_128	False	0.0036745789082935198	0.006609539262749298	14173364.612676207	546953.9921040247	149221.6485307601	[Prot]PEPT128	PEPT128	3
File7	P00098	Gene_129	False	0.01758325527508781	0.012350552838732954	772915.3463355816	127475.2765258343	2299555.056754246	[Prot]PEPT129	PEPT129	3
File1	P00030	Gene_130	False	0.011051863256957166	0.006665678295388573	1085784.3821759995	462136.29795574065	82609.8936947592	[Prot]PEPT130	PEPT130	3
File3	P00092	Gene_131	False	0.008088426956130648	0.012100727452723057	36499849.782591805	8624389.813665979	104420.76068634255	[Prot]PEPT131	PEPT131	3
File6	P00114	Gene_132	False	0.013005387698774722	0.002255104478106811	5765076.736423622	518413.940899009	3141304.999939525	[Prot]PEPT132	PEPT132	3
File4	P00111	Gene_133	False	0.016490730119956578	0.011905332365617423	834931.1183858013	1014973.1415017855	120332.48630116355	[Prot]PEPT133	PEPT133	2
File8	P00016	Gene_134	False	0.007265088263751301	0.00027205873984943453	16505598.388658961	236709.81199751215	200904.1831334526	[Prot]PEPT134	PEPT134	4
File4	P00030	Gene_135	False	0.003740859132169856	0.0038999584748684634	1464290.458597646	4939817.690829273	324571.8493270067	[Prot]PEPT135	PEPT135	3
File7	P00059	Gene_136	False	0.016793689451199512	0.017945693147218226	3800246.15745724	255240.88065169842	296049.7300321867	[Prot]PEPT136	PEPT136	3
File6	P00114	Gene_137	False	0.002115490273515668	0.015621916643281292	1808600.7283786105	176160.37392669858	101476.8513731863	[Prot]PEPT137	PEPT137	3
File1	P00032	Gene_138	False	0.015554556936736507	0.01827956322946287	151639274.63991535	2285674.824853741	325593.7713549351	[Prot]PEPT138	PEPT138	3
File7	P00034	Gene_139	False	0.015637601707187053	0.019032655650218028	944539.7194086781	1229651.3512483784	128319.67514524843	[Prot]PEPT139	PEPT139	3
File7	P00082	Gene_140	False	0.004090436351926578	0.013506713374101987	2140162.2804808156	420555.8143808495	1081990.1543755808	[Prot]PEPT140	PEPT140	4
File1	P00046	Gene_141	False	0.014944348168369509	0.01376535632738741	2565760.70259865	555601.8961297201	18344.171395941026	[Prot]PEPT141	PEPT141	3
File1	P00098	Gene_142	False	0.013876770952103032	0.018828163345625745	2616546.6372404033	5566466.978602555	110794.62159456924	[Prot]PEPT142	PEPT142	2
File6	P00104	Gene_143	False	0.009711962473332733	0.013242671313386328	1569428.679623243	1166111.7932630647	59128.4208127904	[Prot]PEPT143	PEPT143	3
File2	P00028	Gene_144	False	0.01610899175302066	0.014289488752602768	6644672.935158116	1678705.9284639326	210662.46615937058	[Prot]PEPT144	PEPT144	2
File6	P00095	Gene_145	False	0.0005019067739944538	0.009958016241489863	16417086.343383607	772323.4145413814	425030.3224216713	[Prot]PEPT145	PEPT145	2
File8	P00038	Gene_146	False	0.0036680603588086047	0.01304997510491047	5807112.6455353005	924134.5141182275	190726.53481020537	[Prot]PEPT146	PEPT146	4
File1	P00082	Gene_147	False	0.01328048234982148	0.009274892446899838	25498855.061619345	2449096.707566319	275345.9879622905	[Prot]PEPT147	PEPT147	4
File6	P00045	Gene_148	False	0.0029119587995564376	0.00231648333943709	2568149.3614314036	1460653.2670982098	281957.9090668734	[Prot]PEPT148	PEPT148	3
File7	P00044	Gene_149	False	0.012857957701544048	0.008389727933916956	14499556.29757691	811458.5514378059	1032899.2264399835	[Prot]PEPT149	PEPT149	3
File4	P00120	Gene_150	False	0.010330317055664496	0.011130477016082892	5010484.687457171	4408792.101491616	73300.63667284205	[Prot]PEPT150	PEPT150	2
File6	P00038	Gene_151	False	0.014166887031654097	0.0038487580984403903	3549099.1183285206	2118586.506761231	713670.7458896758	[Prot]PEPT151	PEPT151	3
File6	P00034	Gene_152	False	0.01258754643572091	0.018412282760106004	5929596.377809709	542109.4529843278	997679.4519907245	[Prot]PEPT152	PEPT152	3
File1	P00018	Gene_153	False	0.004885500323824108	0.00020332327121752591	4703513.994045899	12969822.214083321	151497.86212121684	[Prot]PEPT153	PEPT153	2
File8	P00059	Gene_154	False	0.011861515203466821	0.013223528068268984	794059.4018081249	10779396.417171953	111579.59794388832	[Prot]PEPT154	PEPT154	4
File4	P00061	Gene_155	False	0.005243172233682163	0.01705775833758393	894291.4311977042	29630293.25287029	24783.642419712625	[Prot]PEPT155	PEPT155	4
File7	P00063	Gene_156	False	0.019933286614601906	0.013404998123030948	9858123.197746392	1119297.7308008221	1567075.9992088962	[Prot]PEPT156	PEPT156	4
File7	P00067	Gene_157	False	0.0002446507689989619	0.010050480193710536	16861277.667063054	1285549.2572090249	36202.079402462456	[Prot]PEPT157	PEPT157	4
File5	P00064	Gene_158	False	0.018124952764348723	0.007284025747469638	5450291.093340143	362492.13712887774	24138.20834429957	[Prot]PEPT158	PEPT158	4
File5	P00057	Gene_159	False	0.0034764127771432806	0.008244516638287873	4700281.67928716	867959.7734967914	33841.46298512843	[Prot]PEPT159	PEPT159	3
File6	P00104	Gene_160	False	0.004697097898743934	0.01131368469359679	41316660.89963624	840807.5740124476	620907.5703744008	[Prot]PEPT160	PEPT160	2
File8	P00045	Gene_161	False	0.014182968176059834	0.014875866996110616	6809635.345478368	774402.95335593	22015.61246628989	[Prot]PEPT161	PEPT161	4
File4	P00084	Gene_162	False	0.015419790998156218	0.010576639758822878	2104569.5539683816	194279.31021843213	363777.70199890796	[Prot]PEPT162	PEPT162	2
File5	P00025	Gene_163	False	0.010720297454050603	0.01781212691795844	13181612.600337472	670605.1427519333	53886.02260347873	[Prot]PEPT163	PEPT163	4
File1	P00114	Gene_164	False	0.002306099793983014	0.008975685360814637	42650804.58367383	541700.1278231818	279344.00950923434	[Prot]PEPT164	PEPT164	2
File2	P00066	Gene_165	False	0.01840806020284013	0.006344786768654609	380763.35886966053	2579266.7763132374	579352.3144420886	[Prot]PEPT165	PEPT165	4
File3	P00084	Gene_166	False	0.01797759317531987	0.014283499175139434	5079563.298962528	15893371.338326354	37052.66028696422	[Prot]PEPT166	PEPT166	2
File5	P00101	Gene_167	False	0.01971470683850426	0.016014372418431594	9388706.963147173	277244.76460628834	127471.1745316049	[Prot]PEPT167	PEPT167	2
File1	P00045	Gene_168	False	0.0007069476463900038	0.009681850173522705	11076604.031782044	997335.4562314169	310765.03295298264	[Prot]PEPT168	PEPT168	3
File7	P00059	Gene_169	False	0.013397178360496226	0.01961493801117421	6319939.671684503	238230.5043421775	5280783.086790161	[Prot]PEPT169	PEPT169	3
File1	P00070	Gene_170	False	0.00807917695089165	0.003524634930185271	3184844.0350139854	3563961.860659321	412760.4637111533	[Prot]PEPT170	PEPT170	4
File3	P00011	Gene_171	False	0.0033953934919609984	0.0012922815911745134	10987604.309372917	1354141.6296837244	1157974.8399202377	[Prot]PEPT171	PEPT171	4
File1	P00112	Gene_172	False	0.019601586462312654	0.018403917886977608	2743375.655351004	412057.9132355295	2134610.948372269	[Prot]PEPT172	PEPT172	3
File6	P00001	Gene_173	False	0.008464630219346006	0.01329632436313511	413360.2046233309	4523215.0013668835	86066.39971307105	[Prot]PEPT173	PEPT173	3
File4	P00029	Gene_174	False	0.01020056450324351	0.008656873482779421	511834.80263119796	293699.24654892087	429489.9717936286	[Prot]PEPT174	PEPT174	3
File7	P00112	Gene_175	False	0.017641740163079775	0.017562696610012436	42976781.10635861	781901.995652491	65688.99343559438	[Prot]PEPT175	PEPT175	4
File5	P00044	Gene_176	False	0.002434658445918949	0.019761294403050682	727147.0989865952	370851.4990301115	5587926.108971601	[Prot]PEPT176	PEPT176	4
File1	P00001	Gene_177	False	0.01983627287992347	0.0018240483292099265	1127913.2347698952	11376987.275748182	47163.13739386349	[Prot]PEPT177	PEPT177	3
File8	P00074	Gene_178	False	0.015569451838866414	0.00657171742581176	540843.613788853	138811.299482358	59946.75862392035	[Prot]PEPT178	PEPT178	3
